Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
Round 2,"National Institute of Technology, Silchar",Computer Science & Engineering,G1,SC,326,302
Round 2,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,G2,OPEN,393,393
Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G1,OPEN,476,383
Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,G2,OPEN,505,357
Round 2,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,G1,OPEN,374,374
Round 2,"National Institute of Technology, Tiruchirappalli",Non Destructive Testing,G1,OBC-NCL,372,342
Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G3,EWS,464,464
Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G3,OPEN,481,464
Round 2,"National Institute of Technology, Tiruchirappalli",VLSI System,G1,OPEN,696,625
Round 2,"National Institute of Technology, Tiruchirappalli",VLSI System,G2,EWS,657,563
Round 2,"National Institute of Technology, Tiruchirappalli",Welding Engineering,G2,OBC-NCL,345,334
Round 2,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G2,EWS,534,534
Round 2,National Institute of Technology Uttarakhand,Artificial Intelligence and Machine Learning,G1,SC,296,273
Round 2,"National Institute of Technology, Warangal",Additive Manufacturing,G1,OPEN,406,368
Round 2,"National Institute of Technology, Warangal",Construction Technology and Management,G1,ST,402,402
Round 2,"National Institute of Technology, Warangal",Environmental Engineering,G1,OBC-NCL,378,362
Round 2,"National Institute of Technology, Warangal",Power Electronics & Drives,G1,ST,464,282
Round 2,"National Institute of Technology, Warangal",Systems and Control Engineering,G1,OPEN,419,419
Round 2,"National Institute of Technology, Warangal",Electronic Instrumentation and Embedded Systems,G1,OBC-NCL,538,505
Round 2,"National Institute of Technology, Warangal",Geo-technical Engineering,G1,ST,371,317
Round 2,"National Institute of Technology, Warangal",VLSI Systems Design,G1,EWS,588,575
Round 2,"National Institute of Technology, Warangal",Welding Technology and Non Destructive Testing,G1,OBC-NCL,330,330
Round 2,"National Institute of Technology, Warangal",Computer Integrated Manufacturing,G1,EWS,338,338
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Construction Technology and Management,G1,EWS,386,347
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Urban Planning,G1,ST,284,284
Round 2,National Institute of Technology Meghalaya,Fluids & Thermal Engineering,G1,ST,326,243
Round 2,National Institute of Technology Meghalaya,Structural Engineering,G1,ST,323,287
Round 2,National Institute of Technology Patna,Master of Urban & Regional Planning,G1,OBC-NCL,358,322
Round 2,National Institute of Technology Patna,Production Engineering,G1,SC,258,258
Round 2,National Institute of Technology Patna,Data Science & Engineering,G1,EWS,352,352
Round 2,National Institute of Technology Patna,Transportation Engineering,G1,OBC-NCL,355,327
Round 2,National Institute of Technology Patna,Water Resources Engineering,G1,OBC-NCL,325,325
Round 2,National Institute of Technology Raipur,Water Resources Development & Irrigation Engineering,G1,ST,315,315
Round 2,"National Institute of Technology, Jamshedpur",Embedded Systems Engineering,G1,SC,260,260
Round 2,"National Institute of Technology, Jamshedpur",Power Electronics & Drives,G1,OBC-NCL,328,310
Round 2,"National Institute of Technology, Jamshedpur",Thermal Engineering,G1,OBC-NCL,345,345
Round 2,"National Institute of Technology, Kurukshetra",Nanomaterials and Nanotechnology,G1,EWS,344,306
Round 2,"National Institute of Technology, Kurukshetra",Environmental Engineering,G1,SC,279,255
Round 2,"National Institute of Technology, Kurukshetra",Machine Design,G1,SC,300,262
Round 2,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G1,SC,242,231
Round 2,"National Institute of Technology, Kurukshetra",Power System,G1,SC,253,253
Round 2,"National Institute of Technology, Rourkela",Atmosphere and Ocean Science,G1,OBC-NCL,299,299
Round 2,"National Institute of Technology, Rourkela",Biotechnology,G1,OPEN,518,424
Round 2,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G2,OPEN,366,353
Round 2,"National Institute of Technology, Rourkela",Environmental Engineering,G1,OBC-NCL,353,343
Round 2,"National Institute of Technology, Rourkela",Information Security,G1,SC,374,363
Round 2,"National Institute of Technology, Rourkela",Mining Engineering,G2,SC,279,279
Round 2,"National Institute of Technology, Rourkela",Power System Engineering,G1,EWS,318,318
Round 2,"National Institute of Technology, Rourkela",Power System Engineering,G1,SC,248,214
Round 2,"National Institute of Technology, Rourkela",Production Engineering,G2,SC,247,247
Round 2,"National Institute of Technology, Rourkela",Thermal Engineering,G3,OBC-NCL,380,338
Round 2,"National Institute of Technology, Rourkela",Computer Science,G1,SC,423,393
Round 2,"National Institute of Technology, Silchar",Artificial Intelligence,G1,OPEN,505,434
Round 2,"National Institute of Technology, Silchar",Microelectronics & VLSI Design,G1,OPEN,451,384
Round 2,"National Institute of Technology, Srinagar",Structural Engineering,G1,OPEN,514,419
Round 2,"National Institute of Technology, Srinagar",Structural Engineering,G1,ST,298,283
Round 2,"National Institute of Technology, Tiruchirappalli",Environmental Engineering,G3,SC,248,248
Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,G2,EWS,373,373
Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,G1,ST,383,306
Round 2,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,G2,OPEN,447,387
Round 2,"National Institute of Technology, Tiruchirappalli",Power Electronics,G1,EWS,538,464
Round 2,"National Institute of Technology, Tiruchirappalli",Power Systems,G1,OPEN,526,464
Round 2,"National Institute of Technology, Warangal",Advanced Communication Systems,G1,SC,318,310
Round 2,"National Institute of Technology, Warangal",Smart Electric Grid,G1,EWS,339,335
Round 2,"National Institute of Technology, Warangal",Smart Electric Grid,G1,SC,318,243
Round 2,"National Institute of Technology, Warangal",Computer Science & Information Security,G1,OBC-NCL,600,562
Round 2,"National Institute of Technology, Warangal",Computer Science & Information Security,G1,OPEN,635,607
Round 2,"National Institute of Technology, Warangal",Materials and Systems Engineering Design,G1,EWS,319,319
Round 2,"National Institute of Technology, Warangal",Electronic Instrumentation and Embedded Systems,G1,EWS,538,497
Round 2,"National Institute of Technology, Warangal",Electronic Instrumentation and Embedded Systems,G1,SC,355,335
Round 2,"National Institute of Technology, Warangal",Remote Sensing & Geographic Information Systems,G1,SC,296,276
Round 2,"National Institute of Technology, Warangal",Materials Technology,G1,OBC-NCL,319,319
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Structural Engineering,G1,SC,333,284
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Structural Engineering,G1,ST,308,300
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Urban Planning,G1,SC,247,221
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",VLSI & Embedded Systems,G1,OBC-NCL,479,447
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Water Resource Engineering,G1,ST,250,250
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Construction Technology and Management,G1,SC,287,280
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Geotechnical Engineering,G1,OPEN,350,350
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Geotechnical Engineering,G1,ST,275,275
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Production & Industrial Engineering,G1,OPEN,405,357
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Structural Engineering,G1,EWS,446,391
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Transportation Engineering,G1,SC,308,271
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Urban Planning,G2,ST,199,199
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Computer Science & Engineering,G1,ST,273,254
Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Information Technology,G1,OBC-NCL,347,347
Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Microelectronics & VLSI Design,G1,ST,231,231
Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Structural Engineering,G1,EWS,319,319
Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",VLSI Design,G1,OPEN,397,355
Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Computer Science & Engineering,G1,ST,262,262
Round 2,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Information and Cyber Security,G1,OBC-NCL,367,329
Round 2,Indian Institute of Information Technology Vadodara,Computer Science & Engineering with Specialization in Data Science ,G1,OBC-NCL,326,326
Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Communication Engineering,G1,OPEN,424,355
Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech. IT with specialization in Software and Data Engineering Group,G1,OPEN,581,536
Round 2,"Indian Institute of Information Technology, Allahabad",Dual Degree M.Tech. - Ph.D in IT with specialization in Software and Data Engineering Group,G1,OPEN,438,438
Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech. IT with specialization in Network and Security Group,G1,EWS,502,491
Round 2,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Nanoelectronics and VLSI Design,G1,OBC-NCL,310,310
Round 2,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Data Science,G1,OPEN,517,412
Round 2,Indian Institute of Information Technology Tiruchirappalli,Computer Science & Engineering,G1,OPEN,468,372
Round 2,"Indian Institute of Information Technology, Pune",Computer Science & Engineering,G1,OBC-NCL,401,333
Round 2,"School of Planning and Architecture, Bhopal",M.Arch. (Landscape),G1,SC,338,338
Round 2,School of Planning & Architecture: Vijayawada,Sustainable Architecture,G1,OBC-NCL,411,310
Round 2,School of Planning & Architecture: Vijayawada,Transport Planning,G1,OBC-NCL,372,296
Round 2,School of Planning & Architecture: Vijayawada,Master of Urban Design,G1,OPEN,517,450
Round 2,"International Institute of Information Technology, Naya Raipur",Computer Science & Engineering,G1,OPEN,470,389
Round 2,"Punjab Engineering College, Chandigarh",Environmental Engineering,G1,SC,251,251
Round 2,"Punjab Engineering College, Chandigarh",Computer Aided Design Manufacture and Engineering,G1,OPEN,368,368
Round 2,"Punjab Engineering College, Chandigarh",Computer Science & Engineering,G1,SC,299,258
Round 2,"International Institute of Information Technology, Bhubaneswar",Computer Science & Engineering,G1,SC,311,243
Round 2,Central University of Rajasthan,Sustainable Architecture,G1,OPEN,467,467
Round 2,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (UAVs),G1,OPEN,491,355
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Computer Science & Engineering,G1,OPEN,592,517
Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Information Technology,G1,ST,280,280
Round 2,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Wireless Networks and Computing,G1,EWS,337,337
Round 2,Indian Institute of Information Technology Vadodara,Computer Science & Engineering with Specialization in Artificial Intelligence,G1,OPEN,446,359
Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech (Bioinformatics),G1,EWS,388,304
Round 2,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Microelectronics,G1,OBC-NCL,447,413
Round 2,"Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group",G1,ST,304,296
Round 2,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Communication Systems,G1,OPEN,364,364
Round 2,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Nanoelectronics and VLSI Design,G1,SC,277,277
Round 2,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Computer Science & Engineering,G1,OBC-NCL,348,348
Round 2,"Indian Institute of Information Technology, Kota",Computer Science and Engineering with Specialization in Artificial Intelligence and Data Science,G1,EWS,314,314
Round 2,School of Planning & Architecture: Vijayawada,Architectural Conservation,G1,OPEN,484,361
Round 2,School of Planning & Architecture: Vijayawada,Landscape Architecture,G1,OBC-NCL,405,349
Round 2,School of Planning & Architecture: Vijayawada,Urban & Regional Planning,G1,OBC-NCL,478,400
Round 2,University of Hyderabad,Information Security,G1,SC,254,243
Round 2,University of Hyderabad,Microelectronics & VLSI Design,G1,SC,243,243
